stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2522,JM14,新八柱,,35.79129,139.93856,2522,,0,,,
2523,JM13,東松戸,,35.77049,139.94386,2523,,0,,,
2524,JM12,市川大野,,35.75540,139.95128,2524,,0,,,
2525,JM11,船橋法典,,35.73046,139.96671,2525,,0,,,
2526,JM10,西船橋,,35.70722,139.95952,2526,,0,,,
2601,JN01,川崎,,35.53136,139.69681,2601,,0,,,
2602,JN54,浜川崎,,35.51038,139.71378,2602,,0,,,
2603,JN53,小田栄,,35.51442,139.70508,2603,,0,,,
2604,JN52,川崎新町,,35.51832,139.69926,2604,,0,,,
2605,JN51,八丁畷,,35.52307,139.69138,2605,,0,,,
2606,JN02,尻手,,35.53098,139.68430,2606,,0,,,
2607,JN03,矢向,,35.53936,139.68042,2607,,0,,,
2608,JN04,鹿島田,,35.55146,139.67498,2608,,0,,,
2609,JN05,平間,,35.56056,139.67110,2609,,0,,,
2610,JN06,向河原,,35.57218,139.66730,2610,,0,,,
2611,JN07,武蔵小杉,,35.57656,139.65970,2611,,0,,,
2612,JN08,武蔵中原,,35.58056,139.64214,2612,,0,,,
2613,JN09,武蔵新城,,35.58742,139.62909,2613,,0,,,
2614,JN10,武蔵溝ノ口,,35.59882,139.61138,2614,,0,,,
2615,JN11,津田山,,35.60365,139.60072,2615,,0,,,
2616,JN12,久地,,35.61010,139.59308,2616,,0,,,
2617,JN13,宿河原,,35.61542,139.57954,2617,,0,,,
2618,JN14,登戸,,35.62068,139.57026,2618,,0,,,
2619,JN15,中野島,,35.63002,139.55108,2619,,0,,,
2620,JN16,稲田堤,,35.63341,139.53594,2620,,0,,,
2621,JN17,矢野口,,35.64174,139.52044,2621,,0,,,
2622,JN18,稲城長沼,,35.64428,139.50261,2622,,0,,,
2623,JN19,南多摩,,35.64922,139.48954,2623,,0,,,
2624,JN20,府中本町,,35.66586,139.47723,2624,,0,,,
2625,JN21,分倍河原,,35.66842,139.46892,2625,,0,,,
2626,JN22,西府,,35.67094,139.45739,2626,,0,,,
2627,JN23,谷保,,35.68138,139.44678,2627,,0,,,
2628,JN24,矢川,,35.68508,139.43159,2628,,0,,,
2629,JN25,西国立,,35.69379,139.42390,2629,,0,,,
2630,JN26,立川,,35.69754,139.41430,2630,,0,,,
2701,JO33,佐倉,,35.70974,140.22678,2701,,0,,,
2702,JO34,酒々井,,35.73185,140.27540,2702,,0,,,
2703,,我孫子,,35.87280,140.01042,2703,,0,,,
2704,,東我孫子,,35.86898,140.04760,2704,,0,,,
2705,,湖北,,35.86720,140.07794,2705,,0,,,
2706,,新木,,35.86240,140.10705,2706,,0,,,
2707,,布佐,,35.84935,140.13298,2707,,0,,,
2708,,木下,,35.83888,140.14799,2708,,0,,,
2709,,小林,,35.83074,140.19310,2709,,0,,,
2710,,安食,,35.83572,140.24228,2710,,0,,,
2711,,下総松崎,,35.80778,140.27755,2711,,0,,,
2712,JO35,成田,,35.77726,140.31354,2712,,0,,,
2713,JO36,空港第２ビル,,35.77296,140.38761,2713,,0,,,
2714,JO37,成田空港,,35.76572,140.38630,2714,,0,,,
2716,,久住,,35.83218,140.33887,2716,,0,,,
2717,,滑河,,35.87706,140.34786,2717,,0,,,
2718,,下総神崎,,35.89484,140.41067,2718,,0,,,
2719,,大戸,,35.88993,140.45773,2719,,0,,,
2720,,佐原,,35.89493,140.49377,2720,,0,,,
2721,,香取,,35.89788,140.53241,2721,,0,,,
2722,,水郷,,35.88546,140.57018,2722,,0,,,
2723,,小見川,,35.84998,140.60460,2723,,0,,,
2724,,笹川,,35.83943,140.65582,2724,,0,,,
2725,,下総橘,,35.81878,140.70215,2725,,0,,,
2726,,下総豊里,,35.79300,140.72090,2726,,0,,,
2727,,椎柴,,35.76518,140.75890,2727,,0,,,
2728,,松岸,,35.73938,140.79520,2728,,0,,,
2729,,銚子,,35.72932,140.82746,2729,,0,,,
2801,JC19,立川,,35.69815,139.41396,2801,,0,,,
2802,JC51,西立川,,35.70362,139.39316,2802,,0,,,
2803,JC52,東中神,,35.70628,139.38460,2803,,0,,,
2804,JC53,中神,,35.70900,139.37571,2804,,0,,,
2805,JC54,昭島,,35.71322,139.36164,2805,,0,,,
2806,JC55,拝島,,35.72120,139.34347,2806,,0,,,
2807,JC56,牛浜,,35.73434,139.33379,2807,,0,,,
2808,JC57,福生,,35.74248,139.32774,2808,,0,,,
2809,JC58,羽村,,35.75794,139.31630,2809,,0,,,
2810,JC59,小作,,35.77606,139.30228,2810,,0,,,
2811,JC60,河辺,,35.78478,139.28406,2811,,0,,,
2812,JC61,東青梅,,35.78982,139.27280,2812,,0,,,
2813,JC62,青梅,,35.79054,139.25812,2813,,0,,,
2814,JC63,宮ノ平,,35.78759,139.23732,2814,,0,,,
2815,JC64,日向和田,,35.78864,139.22954,2815,,0,,,
2816,JC65,石神前,,35.79683,139.22514,2816,,0,,,
2817,JC66,二俣尾,,35.80394,139.21614,2817,,0,,,
2818,JC67,軍畑,,35.80758,139.20765,2818,,0,,,
2819,JC68,沢井,,35.80595,139.19340,2819,,0,,,
2820,JC69,御嶽,,35.80142,139.18263,2820,,0,,,
2821,JC70,川井,,35.81376,139.16422,2821,,0,,,
2822,JC71,古里,,35.81632,139.15114,2822,,0,,,
2823,JC72,鳩ノ巣,,35.81510,139.12894,2823,,0,,,
2824,JC73,白丸,,35.81172,139.11483,2824,,0,,,
2825,JC74,奥多摩,,35.80942,139.09694,2825,,0,,,
2901,,茅ケ崎,,35.33068,139.40702,2901,,0,,,
2902,,北茅ケ崎,,35.33968,139.40747,2902,,0,,,
2903,,香川,,35.35660,139.39983,2903,,0,,,
2904,,寒川,,35.36770,139.38732,2904,,0,,,
2905,,宮山,,35.38222,139.37966,2905,,0,,,
2906,,倉見,,35.39506,139.37838,2906,,0,,,
2907,,門沢橋,,35.40670,139.38006,2907,,0,,,
2908,,社家,,35.42041,139.37718,2908,,0,,,
2909,,厚木,,35.44382,139.37860,2909,,0,,,
2910,,海老名,,35.45423,139.38930,2910,,0,,,
2911,,入谷,,35.47838,139.39187,2911,,0,,,
2912,,相武台下,,35.49278,139.38632,2912,,0,,,
2913,,下溝,,35.51832,139.38051,2913,,0,,,
2914,,原当麻,,35.52900,139.37536,2914,,0,,,
2915,,番田,,35.54536,139.36313,2915,,0,,,
2916,,上溝,,35.55764,139.36314,2916,,0,,,
2917,,南橋本,,35.58040,139.35242,2917,,0,,,
2918,,橋本,,35.59484,139.34510,2918,,0,,,
3001,JA08,大崎,,35.61994,139.72824,3001,,0,,,
3002,JA09,恵比寿,,35.64668,139.71012,3002,,0,,,
3003,JA10,渋谷,,35.65815,139.70175,3003,,0,,,
3004,JA11,新宿,,35.68950,139.70090,3004,,0,,,
3005,JA12,池袋,,35.73020,139.71134,3005,,0,,,
3006,JA13,板橋,,35.74499,139.71918,3006,,0,,,
3007,JA14,十条,,35.76039,139.72225,3007,,0,,,
3008,JA15,赤羽,,35.77771,139.72082,3008,,0,,,
3009,JA16,北赤羽,,35.78703,139.70580,3009,,0,,,
3010,JA17,浮間舟渡,,35.79134,139.69141,3010,,0,,,
3011,JA18,戸田公園,,35.80776,139.67835,3011,,0,,,
3012,JA19,戸田,,35.81760,139.66961,3012,,0,,,
3013,JA20,北戸田,,35.82676,139.66144,3013,,0,,,
3014,JA21,武蔵浦和,,35.84540,139.64684,3014,,0,,,
3015,JA22,中浦和,,35.85382,139.63740,3015,,0,,,
3016,JA23,南与野,,35.86736,139.63106,3016,,0,,,
3017,JA24,与野本町,,35.88092,139.62600,3017,,0,,,
3018,JA25,北与野,,35.89070,139.62848,3018,,0,,,
3019,JA26,大宮,,35.90626,139.62396,3019,,0,,,
3020,,日進,,35.93153,139.60606,3020,,0,,,
3021,,西大宮,,35.92196,139.57890,3021,,0,,,
3022,,指扇,,35.91696,139.56497,3022,,0,,,
3023,,南古谷,,35.90318,139.51916,3023,,0,,,
3024,,川越,,35.90668,139.48320,3024,,0,,,
3101,JS09,大船,,35.35416,139.53116,3101,,0,,,
3102,JS10,戸塚,,35.40044,139.53431,3102,,0,,,
3103,JS11,東戸塚,,35.42996,139.55650,3103,,0,,,
3104,JS12,保土ケ谷,,35.44722,139.60037,3104,,0,,,
3105,JS13,横浜,,35.46579,139.62240,3105,,0,,,
3106,JS14,新川崎,,35.55172,139.67153,3106,,0,,,
3107,JS15,武蔵小杉,,35.57468,139.66350,3107,,0,,,
3108,JS16,西大井,,35.60170,139.72160,3108,,0,,,
3109,JS17,大崎,,35.61994,139.72824,3109,,0,,,
3110,JS18,恵比寿,,35.64668,139.71012,3110,,0,,,
3111,JS19,渋谷,,35.65815,139.70175,3111,,0,,,
3112,JS20,新宿,,35.68950,139.70090,3112,,0,,,
3113,JS21,池袋,,35.73028,139.71108,3113,,0,,,
3114,JS22,赤羽,,35.77765,139.72099,3114,,0,,,
3115,JS23,浦和,,35.85856,139.65714,3115,,0,,,
3116,JS24,大宮,,35.90626,139.62396,3116,,0,,,
3201,JO28,千葉,,35.61360,140.11355,3201,,0,,,
3202,JO29,東千葉,,35.61712,140.12242,3202,,0,,,
3203,JO30,都賀,,35.63602,140.14918,3203,,0,,,
3204,JO31,四街道,,35.66279,140.16490,3204,,0,,,
3205,JO32,物井,,35.68572,140.20032,3205,,0,,,
3206,JO33,佐倉,,35.70974,140.22678,3206,,0,,,
3207,,南酒々井,,35.70430,140.26794,3207,,0,,,
3208,,榎戸,,35.68408,140.28812,3208,,0,,,
3209,,八街,,35.66318,140.31742,3209,,0,,,
3210,,日向,,35.62830,140.36243,3210,,0,,,
3211,,成東,,35.60854,140.41028,3211,,0,,,
3212,,松尾,,35.63636,140.45808,3212,,0,,,
3213,,横芝,,35.66178,140.49078,3213,,0,,,
3214,,飯倉,,35.68509,140.52142,3214,,0,,,
3215,,八日市場,,35.69930,140.55240,3215,,0,,,
3216,,干潟,,35.71834,140.60331,3216,,0,,,
3217,,旭,,35.72184,140.65469,3217,,0,,,
